val_image,nearest_train_image,dhash_dist,phash_dist,combined
RipDetSeg-o63okaojupm3.jpg,RipDetSeg-791zn5yf1nfk.jpg,0,0,0
RipDetSeg-deexdz1s4xnm.jpg,RipDetSeg-cyucf2a3bd0v.jpg,0,0,0
RipDetSeg-sddwazzxfwok.jpg,RipDetSeg-4zsskpnpca0t.jpg,0,0,0
RipDetSeg-o6a4zineko10.jpg,RipDetSeg-8g0uqbnm31km.jpg,0,0,0
RipDetSeg-dc8n4x5kgvby.jpg,RipDetSeg-1ixt7irnlppe.jpg,0,0,0
RipDetSeg-dfkgiwhwv7b9.jpg,RipDetSeg-9e0tzh2aa5f6.jpg,0,0,0
RipDetSeg-dg6lix6vjrfj.jpg,RipDetSeg-crnorfaxa1ot.jpg,0,0,0
RipDetSeg-dgk6cvx2vedw.jpg,RipDetSeg-g4zznegst6fg.jpg,0,0,0
RipDetSeg-kmwm7pz5b43t.jpg,RipDetSeg-44uznsz643mo.jpg,0,0,0
RipDetSeg-dh5zkh2qr1tc.jpg,RipDetSeg-98zalxbb1658.jpg,0,0,0
RipDetSeg-sctzuy191xtt.jpg,RipDetSeg-f37yppfdnigt.jpg,0,0,0
RipDetSeg-dhha8u51lv4q.jpg,RipDetSeg-sva35sf49s3a.jpg,0,0,0
RipDetSeg-dfoavrtfbr2i.jpg,RipDetSeg-16y3eo6hoe2b.jpg,0,0,0
RipDetSeg-sf0eu4kx3w36.jpg,RipDetSeg-36c7lmlbu1dl.jpg,0,0,0
RipDetSeg-dc2syp9h77xq.jpg,RipDetSeg-4rkkreze53yf.jpg,0,0,0
RipDetSeg-dbydthwemais.jpg,RipDetSeg-ie8e865qw4cq.jpg,0,0,0
RipDetSeg-sj4jw8u9cq7e.jpg,RipDetSeg-6wl4vfbmshil.jpg,0,0,0
RipDetSeg-d6yjcodyy0jr.jpg,RipDetSeg-5hiec456x7do.jpg,0,0,0
RipDetSeg-d7hcyh6zus6u.jpg,RipDetSeg-izu7tfwengwx.jpg,0,0,0
RipDetSeg-d7np9gk9593l.jpg,RipDetSeg-5z07kym54d1u.jpg,0,0,0
RipDetSeg-d8j9gvmzt57a.jpg,RipDetSeg-svs5lbnjn0g0.jpg,0,0,0
RipDetSeg-sib9m714qemk.jpg,RipDetSeg-sgv3swml0fe3.jpg,0,0,0
RipDetSeg-o5yezhi8dgnw.jpg,RipDetSeg-2zejfa35wb96.jpg,0,0,0
RipDetSeg-d9sr6wjl2cy9.jpg,RipDetSeg-uiibr2es1f9d.jpg,0,0,0
RipDetSeg-shm79to841dj.jpg,RipDetSeg-09dv4ubadim3.jpg,0,0,0
RipDetSeg-shfq4a78ispj.jpg,RipDetSeg-0ibqjynxjgn7.jpg,0,0,0
RipDetSeg-dalegp6y4h95.jpg,RipDetSeg-0cuosx0jdogg.jpg,0,0,0
RipDetSeg-sglljakk721q.jpg,RipDetSeg-2jtjw8oni9ot.jpg,0,0,0
RipDetSeg-o62fnx7yy7yx.jpg,RipDetSeg-7jmklzuv46hq.jpg,0,0,0
RipDetSeg-sfu36vyo44f6.jpg,RipDetSeg-0vs0uxvtdppa.jpg,0,0,0
RipDetSeg-dbva02n76573.jpg,RipDetSeg-uv14ettpgh17.jpg,0,0,0
RipDetSeg-dhqvrxqp9y8b.jpg,RipDetSeg-xe12r409t0xb.jpg,0,0,0
RipDetSeg-d6lq4pgklh0h.jpg,RipDetSeg-n8hg0rvtv109.jpg,0,0,0
RipDetSeg-sclkqdr1j5t0.jpg,RipDetSeg-an5wwj5ko2n1.jpg,0,0,0
RipDetSeg-scigsfv2flh6.jpg,RipDetSeg-7l1aeyrfhehb.jpg,0,0,0
RipDetSeg-o6t0bgrk5u51.jpg,RipDetSeg-05kk7dl0e18h.jpg,0,0,0
RipDetSeg-dpstbf1dkj4j.jpg,RipDetSeg-0zqqga03qq2s.jpg,0,0,0
RipDetSeg-s8echs4093ud.jpg,RipDetSeg-1dvmxmcr35vq.jpg,0,0,0
RipDetSeg-s8c517v4ork1.jpg,RipDetSeg-rxw999fx02kv.jpg,0,0,0
RipDetSeg-s7m6e1s687qk.jpg,RipDetSeg-8c0evsxgacql.jpg,0,0,0
RipDetSeg-o6w95tynshii.jpg,RipDetSeg-8fx1dqq9dn9o.jpg,0,0,0
RipDetSeg-dpbj7tfh6np9.jpg,RipDetSeg-64apq2rim9w6.jpg,0,0,0
RipDetSeg-s7efxnpmlhss.jpg,RipDetSeg-3tqvdv15l5el.jpg,0,0,0
RipDetSeg-dr6cwi652jvw.jpg,RipDetSeg-43gdsc1jg49a.jpg,0,0,0
RipDetSeg-driu4g8o18r0.jpg,RipDetSeg-6zffq8t3rb0e.jpg,0,0,0
RipDetSeg-s769ymwo39zj.jpg,RipDetSeg-46rtaaf2egk5.jpg,0,0,0
RipDetSeg-s71iaayikanr.jpg,RipDetSeg-1o9mhhhmfnc1.jpg,0,0,0
RipDetSeg-dshwijs1epln.jpg,RipDetSeg-6xua05vu3uyw.jpg,0,0,0
RipDetSeg-dsp2eer74v1y.jpg,RipDetSeg-86afs8wdh0vl.jpg,0,0,0
RipDetSeg-dqszj7z2qxkp.jpg,RipDetSeg-6o7atlum0vzk.jpg,0,0,0
RipDetSeg-klkb4rc7tur5.jpg,RipDetSeg-0bzodf0w1rhn.jpg,0,0,0
RipDetSeg-s8x4som7z29v.jpg,RipDetSeg-v45qrkf2p9a8.jpg,0,0,0
RipDetSeg-dn5x0f3rskb4.jpg,RipDetSeg-oftz9bci9k7g.jpg,0,0,0
RipDetSeg-kluu8a5nhttf.jpg,RipDetSeg-3hvajpgkkpr2.jpg,0,0,0
RipDetSeg-sc7cdvdc92tz.jpg,RipDetSeg-ajrd50fha8cl.jpg,0,0,0
RipDetSeg-sbmzvcrmr42z.jpg,RipDetSeg-g6n5xy9o5za6.jpg,0,0,0
RipDetSeg-djz8bl0k1jw2.jpg,RipDetSeg-4nj48q0v57cu.jpg,0,0,0
RipDetSeg-dkcnjmg9ym1c.jpg,RipDetSeg-6udv1epc38tw.jpg,0,0,0
RipDetSeg-sb9ttk956wso.jpg,RipDetSeg-dqts7wsgygir.jpg,0,0,0
RipDetSeg-dkificvh93is.jpg,RipDetSeg-0wq7aklodjo2.jpg,0,0,0
RipDetSeg-dkmshfp3a63a.jpg,RipDetSeg-lj9se21orvy4.jpg,0,0,0
RipDetSeg-saw3kfo0893r.jpg,RipDetSeg-50mtu0425ghx.jpg,0,0,0
RipDetSeg-dkqexithcdvf.jpg,RipDetSeg-d92sdwk5oro8.jpg,0,0,0
RipDetSeg-sajzsst5ufys.jpg,RipDetSeg-wm5wg8jlejh3.jpg,0,0,0
RipDetSeg-dlpwg53uig6i.jpg,RipDetSeg-82r08ajsoeeb.jpg,0,0,0
RipDetSeg-sa8g1xjqufq1.jpg,RipDetSeg-5z07kym54d1u.jpg,0,0,0
RipDetSeg-s9lw7d1pp57k.jpg,RipDetSeg-bqp1a6jjt163.jpg,0,0,0
RipDetSeg-dmzbyo8u8dj0.jpg,RipDetSeg-s3rmzcjkn0tm.jpg,0,0,0
RipDetSeg-dhyduz8pai1s.jpg,RipDetSeg-i9yczzog4c4s.jpg,0,0,0
RipDetSeg-o3k6mro5g3no.jpg,RipDetSeg-89cxutc30gvc.jpg,0,0,0
RipDetSeg-d5r41l0d0pyz.jpg,RipDetSeg-h7nyb1kv6n9p.jpg,0,0,0
RipDetSeg-d3yjrriibw0k.jpg,RipDetSeg-3cm88fcatso9.jpg,0,0,0
RipDetSeg-cmoacds2xio0.jpg,RipDetSeg-7o35e0ad5ri4.jpg,0,0,0
RipDetSeg-cmt56oeyf3fk.jpg,RipDetSeg-2jrlfbfm564l.jpg,0,0,0
RipDetSeg-cmyswsy0qapr.jpg,RipDetSeg-2zzcbt5qu0nb.jpg,0,0,0
RipDetSeg-o3mspqbllz95.jpg,RipDetSeg-ln4q7acn6oh4.jpg,0,0,0
RipDetSeg-co0e6aabjrdy.jpg,RipDetSeg-4vn3jaixk6lq.jpg,0,0,0
RipDetSeg-stvl0n45k55w.jpg,RipDetSeg-o4flmladgtgk.jpg,0,0,0
RipDetSeg-cm5rz4330me7.jpg,RipDetSeg-96n1tsjqpy7x.jpg,0,0,0
RipDetSeg-stluh2bp4ua0.jpg,RipDetSeg-crnorfaxa1ot.jpg,0,0,0
RipDetSeg-cq4f97h55rwb.jpg,RipDetSeg-1s0z3ixpz2q8.jpg,0,0,0
RipDetSeg-cqcooto8jxc6.jpg,RipDetSeg-z34hugjf78l5.jpg,0,0,0
RipDetSeg-cqli3cgwog54.jpg,RipDetSeg-2ujxtas4rgex.jpg,0,0,0
RipDetSeg-cqqobsnamdm2.jpg,RipDetSeg-3mr6441lp8ui.jpg,0,0,0
RipDetSeg-st4yamaga24o.jpg,RipDetSeg-3v14jhbebbcw.jpg,0,0,0
RipDetSeg-cr79fnodwk3p.jpg,RipDetSeg-fht8c2igwbid.jpg,0,0,0
RipDetSeg-kpuhvbrv9qo7.jpg,RipDetSeg-ehy6kayn0ro6.jpg,0,0,0
RipDetSeg-kqom25gstn04.jpg,RipDetSeg-6gefdnmomilg.jpg,0,0,0
RipDetSeg-clfyxdd3m3h1.jpg,RipDetSeg-ke7hkclsg87j.jpg,0,0,0
RipDetSeg-kr6jrvyx383n.jpg,RipDetSeg-b4tfk9wakswe.jpg,0,0,0
RipDetSeg-szafjg24g97g.jpg,RipDetSeg-vsd913ioky1a.jpg,0,0,0
RipDetSeg-sya0qn3fgnbg.jpg,RipDetSeg-e7vcsjelquwg.jpg,0,0,0
RipDetSeg-sxu9iwejy738.jpg,RipDetSeg-e7sqganebdeo.jpg,0,0,0
RipDetSeg-cgjho63ncs3x.jpg,RipDetSeg-nwfycydl878o.jpg,0,0,0
RipDetSeg-cgwu5wzvsz3u.jpg,RipDetSeg-dd8csjwe9dfr.jpg,0,0,0
RipDetSeg-ch9isb3ep19d.jpg,RipDetSeg-2gui4qwe104s.jpg,0,0,0
RipDetSeg-cht6rj9gri07.jpg,RipDetSeg-zcnbqijjrip0.jpg,0,0,0
RipDetSeg-cie5yzfrdwhk.jpg,RipDetSeg-03l8b6ow5quy.jpg,0,0,0
RipDetSeg-cizqf2557bhl.jpg,RipDetSeg-39w1nvsqvosy.jpg,0,0,0
RipDetSeg-cj8i16mpljpe.jpg,RipDetSeg-83h08oe0vd1h.jpg,0,0,0
RipDetSeg-cjug4en8k1gc.jpg,RipDetSeg-ejkat10ut9g1.jpg,0,0,0
RipDetSeg-cjxv2ftp4cm1.jpg,RipDetSeg-dc2zu5d3sppl.jpg,0,0,0
RipDetSeg-sw291p1xiax2.jpg,RipDetSeg-2bntg4qgwnl3.jpg,0,0,0
RipDetSeg-ck93zm9hwz32.jpg,RipDetSeg-tvxxqo88tpbe.jpg,0,0,0
RipDetSeg-kr83ygfyvc3u.jpg,RipDetSeg-5hrhnl7ax8pk.jpg,0,0,0
RipDetSeg-ssr0tch9mtll.jpg,RipDetSeg-u0h5dumwzeyn.jpg,0,0,0
RipDetSeg-d5a1rq4h58l8.jpg,RipDetSeg-fiuayy5ezvok.jpg,0,0,0
RipDetSeg-srjj2upt6f2a.jpg,RipDetSeg-iw8lbi7s2b21.jpg,0,0,0
RipDetSeg-sr88v259phbg.jpg,RipDetSeg-ftf77w9bi0tv.jpg,0,0,0
RipDetSeg-soi1owa7pnt5.jpg,RipDetSeg-6n1b8nx706x3.jpg,0,0,0
RipDetSeg-soddq8vkjnr8.jpg,RipDetSeg-dgvpi54gr197.jpg,0,0,0
RipDetSeg-d0mw0n8zhks1.jpg,RipDetSeg-59owx3uyzxep.jpg,0,0,0
RipDetSeg-d0n66dqqvibd.jpg,RipDetSeg-jg06x0u9hcg8.jpg,0,0,0
RipDetSeg-o586uthhxi62.jpg,RipDetSeg-m4fkh5a5rdqv.jpg,0,0,0
RipDetSeg-o5es89svmlg0.jpg,RipDetSeg-3w6rqdqz4xti.jpg,0,0,0
RipDetSeg-czz3iu350gjx.jpg,RipDetSeg-2qfv7dqlb5ry.jpg,0,0,0
RipDetSeg-smmzmywbrg80.jpg,RipDetSeg-6ujm8ughtgco.jpg,0,0,0
