image,rip_fraction,rip_pixels,num_components,largest_blob,issues
RipVIS-004_00009.jpg,0.0765,70520,1,70520,OK
RipVIS-004_00010.jpg,0.0705,64976,1,64976,OK
RipVIS-004_00011.jpg,0.0571,52621,1,52621,OK
RipVIS-004_00012.jpg,0.0594,54721,1,54721,OK
RipVIS-004_00013.jpg,0.0755,69613,1,69613,OK
RipVIS-004_00014.jpg,0.0639,58930,1,58930,OK
RipVIS-004_00015.jpg,0.0588,54214,1,54214,OK
RipVIS-004_00016.jpg,0.055,50728,1,50728,OK
RipVIS-004_00017.jpg,0.0348,32091,1,32091,OK
RipVIS-004_00018.jpg,0.0343,31592,1,31592,OK
RipVIS-004_00019.jpg,0.0286,26373,1,26373,OK
RipVIS-004_00020.jpg,0.0312,28754,1,28754,OK
RipVIS-004_00021.jpg,0.0325,29979,1,29979,OK
RipVIS-004_00022.jpg,0.0312,28792,1,28792,OK
RipVIS-004_00023.jpg,0.0263,24203,1,24203,OK
RipVIS-004_00024.jpg,0.0805,74182,1,74182,OK
RipVIS-004_00025.jpg,0.0829,76411,1,76411,OK
RipVIS-004_00026.jpg,0.1008,92894,1,92894,OK
RipVIS-004_00027.jpg,0.0841,77533,2,77530,OK
RipVIS-004_00028.jpg,0.109,100458,1,100458,OK
RipVIS-004_00029.jpg,0.0953,87789,1,87789,OK
RipVIS-004_00030.jpg,0.0822,75736,1,75736,OK
RipVIS-004_00031.jpg,0.087,80153,1,80153,OK
RipVIS-004_00032.jpg,0.0927,85455,1,85455,OK
RipVIS-004_00033.jpg,0.099,91221,1,91221,OK
RipVIS-004_00034.jpg,0.0976,89977,1,89977,OK
RipVIS-004_00035.jpg,0.0897,82644,1,82644,OK
RipVIS-004_00036.jpg,0.0909,83729,1,83729,OK
RipVIS-004_00037.jpg,0.0933,86026,1,86026,OK
RipVIS-004_00038.jpg,0.0875,80680,1,80680,OK
RipVIS-004_00039.jpg,0.0907,83598,1,83598,OK
RipVIS-004_00040.jpg,0.0903,83193,1,83193,OK
RipVIS-004_00041.jpg,0.0861,79378,1,79378,OK
RipVIS-004_00043.jpg,0.088,81094,1,81094,OK
RipVIS-004_00044.jpg,0.0825,75991,1,75991,OK
RipVIS-004_00045.jpg,0.0764,70413,1,70413,OK
RipVIS-004_00046.jpg,0.0744,68607,1,68607,OK
RipVIS-004_00047.jpg,0.0739,68127,1,68127,OK
RipVIS-004_00048.jpg,0.0733,67509,1,67509,OK
RipVIS-004_00050.jpg,0.0749,69050,1,69050,OK
RipVIS-004_00051.jpg,0.0688,63439,1,63439,OK
RipVIS-004_00052.jpg,0.0658,60616,1,60616,OK
RipVIS-004_00053.jpg,0.0628,57917,1,57917,OK
RipVIS-004_00054.jpg,0.0624,57466,1,57466,OK
RipVIS-004_00055.jpg,0.0655,60409,1,60409,OK
RipVIS-004_00057.jpg,0.0637,58697,1,58697,OK
RipVIS-004_00058.jpg,0.0641,59063,1,59063,OK
RipVIS-004_00059.jpg,0.0635,58495,1,58495,OK
RipVIS-004_00060.jpg,0.065,59863,1,59863,OK
RipVIS-004_00061.jpg,0.0663,61091,1,61091,OK
RipVIS-004_00062.jpg,0.067,61716,1,61716,OK
RipVIS-004_00063.jpg,0.0643,59299,1,59299,OK
RipVIS-004_00064.jpg,0.063,58098,1,58098,OK
RipVIS-004_00065.jpg,0.0607,55982,1,55982,OK
RipVIS-004_00066.jpg,0.0607,55905,1,55905,OK
RipVIS-004_00067.jpg,0.0581,53540,1,53540,OK
RipVIS-004_00068.jpg,0.0563,51863,1,51863,OK
RipVIS-004_00069.jpg,0.055,50676,1,50676,OK
RipVIS-004_00070.jpg,0.0541,49845,1,49845,OK
RipVIS-004_00071.jpg,0.0551,50784,1,50784,OK
RipVIS-004_00072.jpg,0.0551,50784,1,50784,OK
RipVIS-004_00073.jpg,0.0592,54588,1,54588,OK
RipVIS-004_00074.jpg,0.0592,54588,1,54588,OK
RipVIS-004_00075.jpg,0.0596,54911,1,54911,OK
RipVIS-004_00076.jpg,0.0622,57320,1,57320,OK
RipVIS-004_00077.jpg,0.062,57141,1,57141,OK
RipVIS-004_00078.jpg,0.0599,55230,1,55230,OK
RipVIS-004_00079.jpg,0.0619,57005,1,57005,OK
RipVIS-004_00080.jpg,0.0613,56496,1,56496,OK
RipVIS-004_00081.jpg,0.0644,59327,1,59327,OK
RipVIS-004_00082.jpg,0.0646,59517,1,59517,OK
RipVIS-004_00083.jpg,0.0645,59461,1,59461,OK
RipVIS-004_00084.jpg,0.0637,58690,1,58690,OK
RipVIS-004_00085.jpg,0.0628,57854,1,57854,OK
RipVIS-004_00086.jpg,0.0615,56700,1,56700,OK
RipVIS-004_00087.jpg,0.0598,55156,1,55156,OK
RipVIS-004_00088.jpg,0.0596,54898,1,54898,OK
RipVIS-004_00089.jpg,0.0595,54825,1,54825,OK
RipVIS-004_00090.jpg,0.0665,61314,1,61314,OK
RipVIS-004_00091.jpg,0.061,56261,1,56261,OK
RipVIS-004_00092.jpg,0.0646,59492,1,59492,OK
RipVIS-004_00093.jpg,0.0684,63068,1,63068,OK
RipVIS-004_00094.jpg,0.0671,61808,1,61808,OK
RipVIS-004_00095.jpg,0.0728,67068,1,67068,OK
RipVIS-004_00096.jpg,0.0746,68753,1,68753,OK
RipVIS-004_00097.jpg,0.076,70033,1,70033,OK
RipVIS-004_00098.jpg,0.076,70013,1,70013,OK
RipVIS-004_00099.jpg,0.0761,70157,1,70157,OK
RipVIS-004_00100.jpg,0.0727,67046,1,67046,OK
RipVIS-004_00101.jpg,0.0737,67899,1,67899,OK
RipVIS-004_00102.jpg,0.0713,65753,1,65753,OK
RipVIS-004_00103.jpg,0.0681,62767,1,62767,OK
RipVIS-004_00104.jpg,0.0726,66929,1,66929,OK
RipVIS-004_00105.jpg,0.0687,63324,1,63324,OK
RipVIS-004_00106.jpg,0.0732,67450,1,67450,OK
RipVIS-004_00107.jpg,0.0667,61497,1,61497,OK
RipVIS-004_00108.jpg,0.0709,65350,1,65350,OK
RipVIS-004_00109.jpg,0.0705,65017,1,65017,OK
RipVIS-004_00110.jpg,0.0638,58838,1,58838,OK
RipVIS-004_00111.jpg,0.0674,62110,1,62110,OK
RipVIS-004_00112.jpg,0.0657,60530,1,60530,OK
RipVIS-004_00113.jpg,0.069,63563,1,63563,OK
RipVIS-004_00114.jpg,0.0642,59155,1,59155,OK
RipVIS-004_00115.jpg,0.0649,59796,1,59796,OK
RipVIS-004_00116.jpg,0.0631,58116,1,58116,OK
RipVIS-004_00117.jpg,0.0708,65292,1,65292,OK
RipVIS-004_00118.jpg,0.0681,62721,1,62721,OK
RipVIS-004_00119.jpg,0.0688,63419,1,63419,OK
RipVIS-004_00120.jpg,0.0695,64040,1,64040,OK
RipVIS-004_00121.jpg,0.0708,65238,1,65238,OK
RipVIS-004_00122.jpg,0.0659,60777,1,60777,OK
RipVIS-004_00123.jpg,0.062,57144,1,57144,OK
RipVIS-004_00124.jpg,0.0603,55566,1,55566,OK
RipVIS-004_00125.jpg,0.0573,52851,1,52851,OK
RipVIS-004_00126.jpg,0.0576,53090,1,53090,OK
RipVIS-004_00127.jpg,0.0558,51429,1,51429,OK
RipVIS-004_00128.jpg,0.0569,52468,1,52468,OK
RipVIS-004_00129.jpg,0.0622,57292,1,57292,OK
RipVIS-004_00130.jpg,0.0621,57186,1,57186,OK
RipVIS-004_00131.jpg,0.064,58998,1,58998,OK
RipVIS-004_00132.jpg,0.064,58998,1,58998,OK
RipVIS-004_00133.jpg,0.0633,58322,1,58322,OK
RipVIS-004_00134.jpg,0.0652,60129,1,60129,OK
RipVIS-004_00135.jpg,0.0659,60692,1,60692,OK
RipVIS-004_00136.jpg,0.0553,50957,1,50957,OK
RipVIS-004_00137.jpg,0.0623,57461,1,57461,OK
RipVIS-004_00138.jpg,0.0508,46792,1,46792,OK
RipVIS-004_00139.jpg,0.0639,58872,1,58872,OK
RipVIS-004_00140.jpg,0.0624,57462,1,57462,OK
RipVIS-004_00141.jpg,0.0619,57004,1,57004,OK
RipVIS-004_00142.jpg,0.0624,57478,1,57478,OK
RipVIS-004_00143.jpg,0.0581,53591,1,53591,OK
RipVIS-004_00144.jpg,0.0568,52322,1,52322,OK
RipVIS-004_00145.jpg,0.0559,51527,1,51527,OK
RipVIS-004_00146.jpg,0.0582,53604,1,53604,OK
RipVIS-004_00147.jpg,0.0557,51300,1,51300,OK
RipVIS-004_00148.jpg,0.0551,50815,1,50815,OK
RipVIS-004_00149.jpg,0.061,56203,1,56203,OK
RipVIS-004_00150.jpg,0.0624,57541,1,57541,OK
RipVIS-004_00151.jpg,0.0575,52969,1,52969,OK
RipVIS-004_00152.jpg,0.0622,57306,1,57306,OK
RipVIS-004_00153.jpg,0.062,57130,1,57130,OK
RipVIS-004_00154.jpg,0.0662,60995,1,60995,OK
RipVIS-004_00155.jpg,0.0622,57367,1,57367,OK
RipVIS-004_00156.jpg,0.0642,59144,1,59144,OK
RipVIS-004_00157.jpg,0.0633,58372,1,58372,OK
RipVIS-004_00158.jpg,0.0657,60570,1,60570,OK
RipVIS-004_00159.jpg,0.0657,60518,1,60518,OK
RipVIS-004_00160.jpg,0.0659,60702,1,60702,OK
RipVIS-004_00161.jpg,0.0637,58696,1,58696,OK
RipVIS-004_00162.jpg,0.065,59882,1,59882,OK
RipVIS-004_00163.jpg,0.0647,59626,1,59626,OK
RipVIS-004_00164.jpg,0.0643,59268,1,59268,OK
RipVIS-004_00165.jpg,0.0663,61126,1,61126,OK
RipVIS-004_00166.jpg,0.0677,62425,1,62425,OK
RipVIS-004_00167.jpg,0.0685,63086,1,63086,OK
RipVIS-004_00168.jpg,0.0681,62760,1,62760,OK
RipVIS-004_00169.jpg,0.0689,63466,1,63466,OK
RipVIS-004_00170.jpg,0.0709,65356,1,65356,OK
RipVIS-004_00171.jpg,0.0706,65070,1,65070,OK
RipVIS-004_00172.jpg,0.0701,64617,1,64617,OK
RipVIS-004_00173.jpg,0.0695,64030,1,64030,OK
RipVIS-004_00174.jpg,0.0718,66193,1,66193,OK
RipVIS-004_00175.jpg,0.0733,67529,1,67529,OK
RipVIS-004_00176.jpg,0.0705,64976,1,64976,OK
RipVIS-004_00177.jpg,0.0704,64852,1,64852,OK
RipVIS-004_00178.jpg,0.0727,66984,1,66984,OK
RipVIS-004_00179.jpg,0.0726,66896,1,66896,OK
RipVIS-004_00180.jpg,0.0742,68377,1,68377,OK
RipVIS-004_00181.jpg,0.075,69145,1,69145,OK
RipVIS-004_00182.jpg,0.0755,69580,1,69580,OK
RipVIS-004_00183.jpg,0.0754,69491,1,69491,OK
RipVIS-004_00184.jpg,0.0751,69183,1,69183,OK
RipVIS-004_00185.jpg,0.0755,69600,1,69600,OK
RipVIS-004_00186.jpg,0.0731,67407,1,67407,OK
RipVIS-004_00187.jpg,0.0685,63095,1,63095,OK
RipVIS-004_00188.jpg,0.0714,65833,1,65833,OK
RipVIS-004_00189.jpg,0.0669,61624,1,61624,OK
RipVIS-004_00190.jpg,0.0665,61261,1,61261,OK
RipVIS-004_00191.jpg,0.0655,60368,1,60368,OK
RipVIS-004_00192.jpg,0.0655,60395,1,60395,OK
RipVIS-004_00193.jpg,0.066,60846,1,60846,OK
RipVIS-004_00194.jpg,0.0643,59231,1,59231,OK
RipVIS-004_00195.jpg,0.0644,59371,1,59371,OK
RipVIS-004_00196.jpg,0.0637,58687,1,58687,OK
RipVIS-004_00197.jpg,0.0637,58749,1,58749,OK
RipVIS-004_00198.jpg,0.0644,59355,1,59355,OK
RipVIS-004_00199.jpg,0.07,64531,1,64531,OK
RipVIS-004_00200.jpg,0.0703,64782,1,64782,OK
RipVIS-004_00201.jpg,0.071,65442,1,65442,OK
RipVIS-004_00202.jpg,0.0707,65194,1,65194,OK
RipVIS-004_00203.jpg,0.0706,65074,1,65074,OK
RipVIS-004_00204.jpg,0.07,64541,1,64541,OK
RipVIS-004_00205.jpg,0.0699,64408,1,64408,OK
RipVIS-004_00206.jpg,0.0704,64904,1,64904,OK
RipVIS-004_00207.jpg,0.0664,61159,1,61159,OK
RipVIS-004_00208.jpg,0.0701,64567,1,64567,OK
RipVIS-004_00209.jpg,0.0675,62253,1,62253,OK
RipVIS-004_00210.jpg,0.0723,66643,1,66643,OK
RipVIS-004_00211.jpg,0.0751,69176,1,69176,OK
RipVIS-004_00212.jpg,0.0713,65668,1,65668,OK
RipVIS-004_00213.jpg,0.0738,67975,1,67975,OK
RipVIS-004_00214.jpg,0.078,71893,1,71893,OK
RipVIS-004_00215.jpg,0.0774,71312,1,71312,OK
RipVIS-004_00216.jpg,0.0766,70573,1,70573,OK
RipVIS-004_00217.jpg,0.0781,72002,1,72002,OK
RipVIS-004_00218.jpg,0.0746,68789,1,68789,OK
RipVIS-004_00219.jpg,0.0768,70751,1,70751,OK
RipVIS-004_00220.jpg,0.0731,67389,1,67389,OK
RipVIS-004_00221.jpg,0.0753,69436,1,69436,OK
RipVIS-004_00222.jpg,0.0721,66456,1,66456,OK
RipVIS-004_00223.jpg,0.0736,67798,1,67798,OK
RipVIS-004_00224.jpg,0.0734,67607,1,67607,OK
RipVIS-004_00225.jpg,0.0768,70796,1,70796,OK
RipVIS-004_00226.jpg,0.0701,64585,1,64585,OK
RipVIS-004_00227.jpg,0.0683,62913,1,62913,OK
RipVIS-004_00228.jpg,0.0791,72924,1,72924,OK
RipVIS-004_00229.jpg,0.0717,66095,1,66095,OK
RipVIS-004_00230.jpg,0.0715,65895,1,65895,OK
RipVIS-004_00231.jpg,0.0806,74248,1,74248,OK
RipVIS-004_00232.jpg,0.0802,73894,1,73894,OK
RipVIS-004_00233.jpg,0.0749,69008,1,69008,OK
RipVIS-004_00234.jpg,0.0755,69597,1,69597,OK
RipVIS-004_00235.jpg,0.0797,73438,1,73438,OK
RipVIS-004_00236.jpg,0.0832,76709,1,76709,OK
RipVIS-004_00237.jpg,0.0751,69240,1,69240,OK
RipVIS-004_00238.jpg,0.0763,70352,1,70352,OK
RipVIS-004_00239.jpg,0.0829,76394,1,76394,OK
RipVIS-004_00240.jpg,0.0757,69767,1,69767,OK
RipVIS-004_00241.jpg,0.0718,66191,1,66191,OK
RipVIS-004_00242.jpg,0.0723,66670,1,66670,OK
RipVIS-004_00243.jpg,0.0741,68299,1,68299,OK
RipVIS-004_00244.jpg,0.0706,65058,1,65058,OK
RipVIS-004_00245.jpg,0.0711,65498,1,65498,OK
RipVIS-004_00246.jpg,0.0721,66435,1,66435,OK
RipVIS-004_00247.jpg,0.0713,65675,1,65675,OK
RipVIS-004_00248.jpg,0.0707,65150,1,65150,OK
RipVIS-004_00249.jpg,0.071,65423,1,65423,OK
RipVIS-004_00250.jpg,0.0739,68137,1,68137,OK
RipVIS-004_00251.jpg,0.0694,63988,1,63988,OK
RipVIS-004_00253.jpg,0.07,64545,1,64545,OK
RipVIS-004_00254.jpg,0.0726,66946,1,66946,OK
RipVIS-004_00255.jpg,0.0773,71231,1,71231,OK
RipVIS-004_00256.jpg,0.0775,71403,1,71403,OK
RipVIS-004_00257.jpg,0.0772,71150,1,71150,OK
RipVIS-004_00258.jpg,0.0773,71260,1,71260,OK
RipVIS-004_00260.jpg,0.069,63548,1,63548,OK
RipVIS-004_00261.jpg,0.0673,62007,1,62007,OK
RipVIS-004_00262.jpg,0.0677,62437,1,62437,OK
RipVIS-004_00263.jpg,0.064,58968,1,58968,OK
RipVIS-004_00264.jpg,0.0648,59740,1,59740,OK
RipVIS-004_00265.jpg,0.0629,57955,1,57955,OK
RipVIS-004_00266.jpg,0.0636,58587,1,58587,OK
RipVIS-004_00267.jpg,0.0613,56487,1,56487,OK
RipVIS-004_00268.jpg,0.0631,58193,1,58193,OK
RipVIS-004_00269.jpg,0.0643,59230,1,59230,OK
RipVIS-004_00270.jpg,0.0643,59292,1,59292,OK
RipVIS-004_00271.jpg,0.0739,68127,1,68127,OK
RipVIS-004_00272.jpg,0.0902,83086,1,83086,OK
RipVIS-004_00274.jpg,0.1059,97568,1,97568,OK
RipVIS-004_00275.jpg,0.1123,103535,1,103535,OK
RipVIS-004_00276.jpg,0.1281,118080,1,118080,OK
RipVIS-004_00277.jpg,0.1483,136714,1,136714,OK
RipVIS-004_00278.jpg,0.1655,152533,1,152533,OK
RipVIS-004_00279.jpg,0.1942,178957,1,178957,OK
RipVIS-004_00280.jpg,0.2206,203277,1,203277,OK
RipVIS-004_00300.jpg,0.0989,91192,1,91192,OK
RipVIS-004_00302.jpg,0.0835,76976,1,76976,OK
RipVIS-004_00303.jpg,0.0775,71382,1,71382,OK
RipVIS-004_00304.jpg,0.0673,62022,1,62022,OK
RipVIS-004_00305.jpg,0.0488,44956,1,44956,OK
RipVIS-004_00306.jpg,0.0458,42167,1,42167,OK
RipVIS-004_00307.jpg,0.044,40593,1,40593,OK
RipVIS-004_00309.jpg,0.075,69143,1,69143,OK
RipVIS-004_00310.jpg,0.0435,40099,1,40099,OK
RipVIS-004_00311.jpg,0.0454,41831,1,41831,OK
RipVIS-005_00000.jpg,0.0879,81003,1,81003,OK
RipVIS-005_00006.jpg,0.073,67241,1,67241,OK
RipVIS-005_00012.jpg,0.0796,73316,1,73316,OK
RipVIS-005_00018.jpg,0.0709,65387,2,65386,OK
RipVIS-005_00024.jpg,0.0762,70193,1,70193,OK
RipVIS-005_00030.jpg,0.0675,62216,1,62216,OK
RipVIS-005_00036.jpg,0.1035,95363,1,95363,OK
RipVIS-005_00042.jpg,0.0751,69171,1,69171,OK
RipVIS-005_00048.jpg,0.0891,82116,1,82116,OK
RipVIS-005_00054.jpg,0.0938,86461,1,86461,OK
RipVIS-005_00060.jpg,0.1145,105481,1,105481,OK
RipVIS-005_00066.jpg,0.1047,96498,1,96498,OK
RipVIS-005_00072.jpg,0.0944,86997,1,86997,OK
RipVIS-005_00078.jpg,0.0806,74289,1,74289,OK
RipVIS-005_00084.jpg,0.0926,85352,1,85352,OK
RipVIS-005_00090.jpg,0.0895,82511,1,82511,OK
RipVIS-005_00096.jpg,0.0781,71981,1,71981,OK
RipVIS-005_00102.jpg,0.1101,101506,1,101506,OK
RipVIS-005_00108.jpg,0.0735,67710,1,67710,OK
RipVIS-005_00114.jpg,0.1007,92801,1,92801,OK
RipVIS-005_00120.jpg,0.1007,92807,1,92807,OK
RipVIS-005_00126.jpg,0.1019,93878,1,93878,OK
RipVIS-005_00132.jpg,0.0881,81197,1,81197,OK
RipVIS-005_00138.jpg,0.1051,96857,1,96857,OK
RipVIS-005_00144.jpg,0.1058,97485,1,97485,OK
RipVIS-005_00150.jpg,0.0909,83758,1,83758,OK
RipVIS-005_00156.jpg,0.108,99563,1,99563,OK
RipVIS-005_00162.jpg,0.087,80223,1,80223,OK
RipVIS-005_00168.jpg,0.0942,86842,1,86842,OK
RipVIS-005_00174.jpg,0.1027,94644,1,94644,OK
RipVIS-005_00180.jpg,0.088,81146,1,81146,OK
RipVIS-005_00186.jpg,0.0984,90705,1,90705,OK
RipVIS-005_00192.jpg,0.1121,103274,1,103274,OK
RipVIS-005_00198.jpg,0.1029,94805,1,94805,OK
RipVIS-005_00204.jpg,0.096,88428,1,88428,OK
RipVIS-005_00210.jpg,0.1016,93598,1,93598,OK
RipVIS-005_00216.jpg,0.1063,97987,1,97987,OK
RipVIS-005_00222.jpg,0.0859,79121,1,79121,OK
RipVIS-005_00228.jpg,0.1091,100508,1,100508,OK
RipVIS-005_00234.jpg,0.0604,55695,1,55695,OK
RipVIS-005_00240.jpg,0.0948,87351,1,87351,OK
RipVIS-005_00246.jpg,0.0932,85917,1,85917,OK
RipVIS-005_00252.jpg,0.1047,96489,1,96489,OK
RipVIS-005_00258.jpg,0.0598,55150,1,55150,OK
RipVIS-005_00264.jpg,0.0828,76341,1,76341,OK
RipVIS-005_00270.jpg,0.0671,61854,1,61854,OK
RipVIS-005_00276.jpg,0.0978,90154,1,90154,OK
RipVIS-005_00282.jpg,0.0932,85868,1,85868,OK
RipVIS-005_00288.jpg,0.0931,85763,1,85763,OK
RipVIS-005_00294.jpg,0.0931,85783,1,85783,OK
RipVIS-005_00300.jpg,0.0972,89563,1,89563,OK
RipVIS-005_00306.jpg,0.0926,85379,1,85379,OK
RipVIS-005_00312.jpg,0.0837,77100,1,77100,OK
RipVIS-005_00318.jpg,0.0936,86230,1,86230,OK
RipVIS-005_00324.jpg,0.09,82921,1,82921,OK
RipVIS-005_00330.jpg,0.1131,104265,1,104265,OK
RipVIS-005_00336.jpg,0.1253,115499,1,115499,OK
RipVIS-005_00342.jpg,0.125,115223,1,115223,OK
RipVIS-005_00348.jpg,0.1177,108498,1,108498,OK
RipVIS-005_00354.jpg,0.1133,104421,1,104421,OK
RipVIS-005_00360.jpg,0.0842,77610,1,77610,OK
RipVIS-005_00366.jpg,0.095,87586,1,87586,OK
RipVIS-005_00372.jpg,0.0902,83122,1,83122,OK
RipVIS-005_00378.jpg,0.0825,76049,1,76049,OK
RipVIS-005_00384.jpg,0.0914,84229,1,84229,OK
RipVIS-005_00390.jpg,0.0874,80551,1,80551,OK
RipVIS-005_00396.jpg,0.0923,85053,1,85053,OK
RipVIS-005_00402.jpg,0.1148,105816,1,105816,OK
RipVIS-005_00408.jpg,0.0974,89731,1,89731,OK
RipVIS-005_00414.jpg,0.1247,114949,1,114949,OK
RipVIS-005_00420.jpg,0.1055,97239,1,97239,OK
RipVIS-005_00426.jpg,0.1501,138310,1,138310,OK
RipVIS-005_00432.jpg,0.1007,92848,1,92848,OK
RipVIS-005_00438.jpg,0.1214,111872,1,111872,OK
RipVIS-005_00444.jpg,0.0868,79995,1,79995,OK
RipVIS-005_00450.jpg,0.113,104104,1,104104,OK
RipVIS-005_00456.jpg,0.125,115160,1,115160,OK
RipVIS-005_00462.jpg,0.1071,98715,1,98715,OK
RipVIS-005_00468.jpg,0.134,123486,1,123486,OK
RipVIS-005_00474.jpg,0.1031,94986,1,94986,OK
RipVIS-005_00480.jpg,0.1026,94538,1,94538,OK
RipVIS-005_00486.jpg,0.1081,99634,1,99634,OK
RipVIS-005_00492.jpg,0.1007,92806,1,92806,OK
RipVIS-005_00498.jpg,0.1039,95736,1,95736,OK
RipVIS-005_00504.jpg,0.0946,87203,1,87203,OK
RipVIS-005_00510.jpg,0.1164,107277,1,107277,OK
RipVIS-005_00516.jpg,0.1051,96873,1,96873,OK
RipVIS-005_00522.jpg,0.1177,108443,1,108443,OK
RipVIS-005_00528.jpg,0.1155,106423,1,106423,OK
RipVIS-005_00534.jpg,0.1125,103651,1,103651,OK
RipVIS-005_00540.jpg,0.1165,107342,1,107342,OK
RipVIS-005_00546.jpg,0.1191,109720,1,109720,OK
RipVIS-005_00552.jpg,0.126,116117,1,116117,OK
RipVIS-005_00558.jpg,0.1091,100507,1,100507,OK
RipVIS-005_00564.jpg,0.1103,101607,1,101607,OK
RipVIS-005_00570.jpg,0.1401,129093,1,129093,OK
RipVIS-005_00576.jpg,0.1522,140310,1,140310,OK
RipVIS-005_00582.jpg,0.1585,146118,1,146118,OK
RipVIS-005_00588.jpg,0.1716,158120,1,158120,OK
RipVIS-005_00594.jpg,0.1318,121509,1,121509,OK
RipVIS-005_00600.jpg,0.1777,163772,1,163772,OK
RipVIS-005_00606.jpg,0.1766,162709,1,162709,OK
RipVIS-005_00612.jpg,0.173,159419,1,159419,OK
RipVIS-005_00618.jpg,0.1694,156164,1,156164,OK
RipVIS-005_00624.jpg,0.1995,183885,1,183885,OK
