file_name,image_id,video_id,is_NR,n_rip_ann,has_rip
RipVIS-NR-020_01044.jpg,51,RipVIS-NR-020,1,0,0
RipVIS-NR-022_01200.jpg,52,RipVIS-NR-022,1,0,0
RipVIS-026_00133.jpg,53,RipVIS-026,0,2,1
RipVIS-108_01860.jpg,54,RipVIS-108,0,2,1
RipVIS-066_00135.jpg,55,RipVIS-066,0,1,1
RipVIS-NR-024_00888.jpg,56,RipVIS-NR-024,1,0,0
RipVIS-026_00061.jpg,57,RipVIS-026,0,2,1
RipVIS-026_00144.jpg,58,RipVIS-026,0,2,1
RipVIS-NR-026_00264.jpg,59,RipVIS-NR-026,1,0,0
RipVIS-NR-004_00414.jpg,60,RipVIS-NR-004,1,0,0
RipVIS-012_00007.jpg,61,RipVIS-012,0,1,1
RipVIS-NR-022_00912.jpg,62,RipVIS-NR-022,1,0,0
RipVIS-026_00030.jpg,63,RipVIS-026,0,2,1
RipVIS-059_00084.jpg,64,RipVIS-059,0,1,1
RipVIS-NR-004_00348.jpg,65,RipVIS-NR-004,1,0,0
RipVIS-NR-020_01638.jpg,66,RipVIS-NR-020,1,0,0
RipVIS-NR-024_00984.jpg,67,RipVIS-NR-024,1,0,0
RipVIS-NR-020_00096.jpg,68,RipVIS-NR-020,1,0,0
RipVIS-079_00990.jpg,69,RipVIS-079,0,2,1
RipVIS-053_00132.jpg,70,RipVIS-053,0,1,1
RipVIS-001_00046.jpg,71,RipVIS-001,0,1,1
RipVIS-108_01002.jpg,72,RipVIS-108,0,2,1
RipVIS-108_01884.jpg,73,RipVIS-108,0,2,1
RipVIS-133_00240.jpg,74,RipVIS-133,0,2,1
RipVIS-001_00016.jpg,75,RipVIS-001,0,1,1
RipVIS-066_00105.jpg,76,RipVIS-066,0,1,1
RipVIS-007_00059.jpg,77,RipVIS-007,0,2,1
RipVIS-090_00444.jpg,78,RipVIS-090,0,1,1
RipVIS-NR-022_01254.jpg,79,RipVIS-NR-022,1,0,0
RipVIS-001_00171.jpg,80,RipVIS-001,0,1,1
RipVIS-143_00504.jpg,81,RipVIS-143,0,1,1
RipVIS-NR-026_00156.jpg,82,RipVIS-NR-026,1,0,0
RipVIS-001_00172.jpg,83,RipVIS-001,0,1,1
RipVIS-NR-024_00348.jpg,84,RipVIS-NR-024,1,0,0
RipVIS-067_00102.jpg,85,RipVIS-067,0,2,1
RipVIS-NR-026_00168.jpg,86,RipVIS-NR-026,1,0,0
RipVIS-079_01098.jpg,87,RipVIS-079,0,2,1
RipVIS-NR-024_01770.jpg,88,RipVIS-NR-024,1,0,0
RipVIS-NR-024_00168.jpg,89,RipVIS-NR-024,1,0,0
RipVIS-007_00009.jpg,90,RipVIS-007,0,2,1
RipVIS-012_00090.jpg,91,RipVIS-012,0,1,1
RipVIS-026_00085.jpg,92,RipVIS-026,0,2,1
RipVIS-NR-004_00192.jpg,93,RipVIS-NR-004,1,0,0
RipVIS-014_00076.jpg,94,RipVIS-014,0,1,1
RipVIS-NR-026_00090.jpg,95,RipVIS-NR-026,1,0,0
RipVIS-044_00054.jpg,96,RipVIS-044,0,1,1
RipVIS-090_00024.jpg,97,RipVIS-090,0,3,1
RipVIS-044_00486.jpg,98,RipVIS-044,0,1,1
RipVIS-147_00275.jpg,99,RipVIS-147,0,1,1
RipVIS-NR-020_01662.jpg,100,RipVIS-NR-020,1,0,0
RipVIS-109_00042.jpg,101,RipVIS-109,0,2,1
RipVIS-079_02076.jpg,102,RipVIS-079,0,2,1
RipVIS-109_00354.jpg,103,RipVIS-109,0,2,1
RipVIS-NR-019_00846.jpg,104,RipVIS-NR-019,1,0,0
RipVIS-NR-022_00744.jpg,105,RipVIS-NR-022,1,0,0
RipVIS-044_00606.jpg,106,RipVIS-044,0,1,1
RipVIS-007_00014.jpg,107,RipVIS-007,0,2,1
RipVIS-NR-022_01566.jpg,108,RipVIS-NR-022,1,0,0
RipVIS-NR-024_01092.jpg,109,RipVIS-NR-024,1,0,0
RipVIS-129_01770.jpg,110,RipVIS-129,0,1,1
RipVIS-044_00618.jpg,111,RipVIS-044,0,1,1
RipVIS-046_00624.jpg,112,RipVIS-046,0,2,1
RipVIS-014_00094.jpg,113,RipVIS-014,0,1,1
RipVIS-001_00181.jpg,114,RipVIS-001,0,1,1
RipVIS-147_00125.jpg,115,RipVIS-147,0,1,1
RipVIS-NR-026_00270.jpg,116,RipVIS-NR-026,1,0,0
RipVIS-090_00336.jpg,117,RipVIS-090,0,3,1
RipVIS-NR-024_00582.jpg,118,RipVIS-NR-024,1,0,0
RipVIS-NR-020_00798.jpg,119,RipVIS-NR-020,1,0,0
RipVIS-NR-024_00450.jpg,120,RipVIS-NR-024,1,0,0
RipVIS-143_00912.jpg,121,RipVIS-143,0,2,1
RipVIS-012_00001.jpg,122,RipVIS-012,0,1,1
RipVIS-014_00018.jpg,123,RipVIS-014,0,1,1
RipVIS-026_00195.jpg,124,RipVIS-026,0,2,1
RipVIS-NR-024_01176.jpg,125,RipVIS-NR-024,1,0,0
RipVIS-024_00017.jpg,126,RipVIS-024,0,1,1
RipVIS-079_01356.jpg,127,RipVIS-079,0,2,1
RipVIS-001_00095.jpg,128,RipVIS-001,0,1,1
RipVIS-108_00594.jpg,129,RipVIS-108,0,2,1
RipVIS-109_00300.jpg,130,RipVIS-109,0,2,1
RipVIS-146_00360.jpg,131,RipVIS-146,0,1,1
RipVIS-NR-024_01116.jpg,132,RipVIS-NR-024,1,0,0
RipVIS-014_00086.jpg,133,RipVIS-014,0,1,1
RipVIS-079_01854.jpg,134,RipVIS-079,0,2,1
RipVIS-143_00276.jpg,135,RipVIS-143,0,1,1
RipVIS-102_00390.jpg,136,RipVIS-102,0,2,1
RipVIS-090_00552.jpg,137,RipVIS-090,0,2,1
RipVIS-108_01926.jpg,138,RipVIS-108,0,2,1
RipVIS-079_01272.jpg,139,RipVIS-079,0,2,1
RipVIS-NR-004_00258.jpg,140,RipVIS-NR-004,1,0,0
RipVIS-NR-020_02388.jpg,141,RipVIS-NR-020,1,0,0
RipVIS-108_00414.jpg,142,RipVIS-108,0,2,1
RipVIS-NR-019_00630.jpg,143,RipVIS-NR-019,1,0,0
RipVIS-108_00840.jpg,144,RipVIS-108,0,2,1
RipVIS-NR-022_00438.jpg,145,RipVIS-NR-022,1,0,0
RipVIS-014_00083.jpg,146,RipVIS-014,0,1,1
RipVIS-108_01674.jpg,147,RipVIS-108,0,2,1
RipVIS-108_00696.jpg,148,RipVIS-108,0,2,1
RipVIS-012_00104.jpg,149,RipVIS-012,0,1,1
RipVIS-NR-022_00588.jpg,150,RipVIS-NR-022,1,0,0
RipVIS-NR-020_00672.jpg,151,RipVIS-NR-020,1,0,0
RipVIS-NR-026_00582.jpg,152,RipVIS-NR-026,1,0,0
RipVIS-014_00143.jpg,153,RipVIS-014,0,1,1
RipVIS-144_00000.jpg,154,RipVIS-144,0,2,1
RipVIS-079_01554.jpg,155,RipVIS-079,0,2,1
RipVIS-079_01218.jpg,156,RipVIS-079,0,2,1
RipVIS-014_00109.jpg,157,RipVIS-014,0,1,1
RipVIS-014_00146.jpg,158,RipVIS-014,0,1,1
RipVIS-026_00223.jpg,159,RipVIS-026,0,2,1
RipVIS-026_00256.jpg,160,RipVIS-026,0,2,1
RipVIS-NR-020_02094.jpg,161,RipVIS-NR-020,1,0,0
RipVIS-053_00294.jpg,162,RipVIS-053,0,1,1
RipVIS-044_00174.jpg,163,RipVIS-044,0,1,1
RipVIS-NR-022_01572.jpg,164,RipVIS-NR-022,1,0,0
RipVIS-090_00624.jpg,165,RipVIS-090,0,2,1
RipVIS-046_00762.jpg,166,RipVIS-046,0,2,1
RipVIS-NR-024_00372.jpg,167,RipVIS-NR-024,1,0,0
RipVIS-079_02136.jpg,168,RipVIS-079,0,2,1
RipVIS-026_00119.jpg,169,RipVIS-026,0,2,1
RipVIS-026_00048.jpg,170,RipVIS-026,0,2,1
RipVIS-046_00966.jpg,171,RipVIS-046,0,2,1
RipVIS-026_00031.jpg,172,RipVIS-026,0,2,1
RipVIS-146_00210.jpg,173,RipVIS-146,0,1,1
RipVIS-143_00432.jpg,174,RipVIS-143,0,1,1
RipVIS-046_00732.jpg,175,RipVIS-046,0,2,1
RipVIS-044_00534.jpg,176,RipVIS-044,0,1,1
RipVIS-007_00052.jpg,177,RipVIS-007,0,2,1
RipVIS-014_00000.jpg,178,RipVIS-014,0,1,1
RipVIS-108_00912.jpg,179,RipVIS-108,0,2,1
RipVIS-079_01884.jpg,180,RipVIS-079,0,2,1
RipVIS-012_00071.jpg,181,RipVIS-012,0,1,1
RipVIS-079_01632.jpg,182,RipVIS-079,0,2,1
RipVIS-053_00108.jpg,183,RipVIS-053,0,1,1
RipVIS-079_01242.jpg,184,RipVIS-079,0,2,1
RipVIS-090_00000.jpg,185,RipVIS-090,0,3,1
RipVIS-108_01650.jpg,186,RipVIS-108,0,2,1
RipVIS-NR-019_00708.jpg,187,RipVIS-NR-019,1,0,0
RipVIS-024_00065.jpg,188,RipVIS-024,0,1,1
RipVIS-026_00254.jpg,189,RipVIS-026,0,2,1
RipVIS-026_00255.jpg,190,RipVIS-026,0,2,1
RipVIS-001_00007.jpg,191,RipVIS-001,0,1,1
RipVIS-108_01590.jpg,192,RipVIS-108,0,2,1
RipVIS-NR-024_00900.jpg,193,RipVIS-NR-024,1,0,0
RipVIS-012_00059.jpg,194,RipVIS-012,0,1,1
RipVIS-NR-026_00672.jpg,195,RipVIS-NR-026,1,0,0
RipVIS-001_00118.jpg,196,RipVIS-001,0,1,1
RipVIS-066_00235.jpg,197,RipVIS-066,0,1,1
RipVIS-NR-024_00354.jpg,198,RipVIS-NR-024,1,0,0
RipVIS-143_00072.jpg,199,RipVIS-143,0,1,1
RipVIS-NR-026_00018.jpg,200,RipVIS-NR-026,1,0,0
RipVIS-108_01824.jpg,201,RipVIS-108,0,2,1
RipVIS-NR-024_00546.jpg,202,RipVIS-NR-024,1,0,0
RipVIS-NR-004_00108.jpg,203,RipVIS-NR-004,1,0,0
RipVIS-NR-004_00564.jpg,204,RipVIS-NR-004,1,0,0
RipVIS-NR-026_00330.jpg,205,RipVIS-NR-026,1,0,0
RipVIS-NR-019_00570.jpg,206,RipVIS-NR-019,1,0,0
RipVIS-046_00258.jpg,207,RipVIS-046,0,2,1
RipVIS-053_00546.jpg,208,RipVIS-053,0,1,1
RipVIS-079_00504.jpg,209,RipVIS-079,0,2,1
RipVIS-NR-026_00054.jpg,210,RipVIS-NR-026,1,0,0
RipVIS-046_00078.jpg,211,RipVIS-046,0,1,1
RipVIS-079_00600.jpg,212,RipVIS-079,0,2,1
RipVIS-102_00522.jpg,213,RipVIS-102,0,2,1
RipVIS-014_00163.jpg,214,RipVIS-014,0,1,1
RipVIS-NR-026_01134.jpg,215,RipVIS-NR-026,1,0,0
RipVIS-026_00245.jpg,216,RipVIS-026,0,2,1
RipVIS-012_00042.jpg,217,RipVIS-012,0,1,1
RipVIS-NR-020_00132.jpg,218,RipVIS-NR-020,1,0,0
RipVIS-079_01344.jpg,219,RipVIS-079,0,2,1
RipVIS-133_00060.jpg,220,RipVIS-133,0,2,1
RipVIS-059_00102.jpg,221,RipVIS-059,0,1,1
RipVIS-014_00149.jpg,222,RipVIS-014,0,1,1
RipVIS-NR-019_00456.jpg,223,RipVIS-NR-019,1,0,0
RipVIS-NR-022_00234.jpg,224,RipVIS-NR-022,1,0,0
RipVIS-044_00408.jpg,225,RipVIS-044,0,1,1
RipVIS-NR-024_00108.jpg,226,RipVIS-NR-024,1,0,0
RipVIS-044_00156.jpg,227,RipVIS-044,0,1,1
RipVIS-067_00120.jpg,228,RipVIS-067,0,2,1
RipVIS-102_00162.jpg,229,RipVIS-102,0,2,1
RipVIS-026_00237.jpg,230,RipVIS-026,0,2,1
RipVIS-046_00420.jpg,231,RipVIS-046,0,2,1
RipVIS-001_00123.jpg,232,RipVIS-001,0,1,1
RipVIS-026_00017.jpg,233,RipVIS-026,0,2,1
RipVIS-024_00073.jpg,234,RipVIS-024,0,1,1
RipVIS-NR-022_00306.jpg,235,RipVIS-NR-022,1,0,0
RipVIS-NR-022_01746.jpg,236,RipVIS-NR-022,1,0,0
RipVIS-079_00372.jpg,237,RipVIS-079,0,2,1
RipVIS-014_00011.jpg,238,RipVIS-014,0,1,1
RipVIS-079_01134.jpg,239,RipVIS-079,0,2,1
RipVIS-046_00990.jpg,240,RipVIS-046,0,2,1
RipVIS-046_00882.jpg,241,RipVIS-046,0,2,1
RipVIS-109_00000.jpg,242,RipVIS-109,0,2,1
RipVIS-NR-022_00210.jpg,243,RipVIS-NR-022,1,0,0
RipVIS-NR-019_00642.jpg,244,RipVIS-NR-019,1,0,0
RipVIS-007_00041.jpg,245,RipVIS-007,0,2,1
RipVIS-026_00272.jpg,246,RipVIS-026,0,2,1
RipVIS-108_01236.jpg,247,RipVIS-108,0,2,1
RipVIS-014_00126.jpg,248,RipVIS-014,0,1,1
RipVIS-026_00176.jpg,249,RipVIS-026,0,2,1
RipVIS-026_00252.jpg,250,RipVIS-026,0,2,1
RipVIS-NR-024_01800.jpg,251,RipVIS-NR-024,1,0,0
RipVIS-012_00011.jpg,252,RipVIS-012,0,1,1
RipVIS-NR-026_01152.jpg,253,RipVIS-NR-026,1,0,0
RipVIS-128_00000.jpg,254,RipVIS-128,0,1,1
RipVIS-079_01746.jpg,255,RipVIS-079,0,2,1
RipVIS-026_00123.jpg,256,RipVIS-026,0,2,1
RipVIS-024_00067.jpg,257,RipVIS-024,0,1,1
RipVIS-039_00013.jpg,258,RipVIS-039,0,2,1
RipVIS-001_00056.jpg,259,RipVIS-001,0,1,1
RipVIS-NR-026_00114.jpg,260,RipVIS-NR-026,1,0,0
RipVIS-079_00096.jpg,261,RipVIS-079,0,2,1
RipVIS-079_00414.jpg,262,RipVIS-079,0,2,1
RipVIS-026_00172.jpg,263,RipVIS-026,0,2,1
RipVIS-026_00265.jpg,264,RipVIS-026,0,2,1
RipVIS-NR-020_00894.jpg,265,RipVIS-NR-020,1,0,0
RipVIS-079_01440.jpg,266,RipVIS-079,0,2,1
RipVIS-079_01020.jpg,267,RipVIS-079,0,2,1
RipVIS-059_00264.jpg,268,RipVIS-059,0,1,1
RipVIS-109_00306.jpg,269,RipVIS-109,0,2,1
RipVIS-NR-020_01260.jpg,270,RipVIS-NR-020,1,0,0
RipVIS-053_00198.jpg,271,RipVIS-053,0,1,1
RipVIS-NR-020_00108.jpg,272,RipVIS-NR-020,1,0,0
RipVIS-NR-026_00864.jpg,273,RipVIS-NR-026,1,0,0
RipVIS-001_00067.jpg,274,RipVIS-001,0,1,1
RipVIS-NR-022_01206.jpg,275,RipVIS-NR-022,1,0,0
RipVIS-109_00072.jpg,276,RipVIS-109,0,2,1
RipVIS-109_00066.jpg,277,RipVIS-109,0,2,1
RipVIS-108_00054.jpg,278,RipVIS-108,0,2,1
RipVIS-NR-026_00576.jpg,279,RipVIS-NR-026,1,0,0
RipVIS-NR-024_00492.jpg,280,RipVIS-NR-024,1,0,0
RipVIS-026_00250.jpg,281,RipVIS-026,0,2,1
RipVIS-079_02022.jpg,282,RipVIS-079,0,2,1
RipVIS-044_00504.jpg,283,RipVIS-044,0,1,1
RipVIS-046_00516.jpg,284,RipVIS-046,0,2,1
RipVIS-024_00076.jpg,285,RipVIS-024,0,1,1
RipVIS-079_00144.jpg,286,RipVIS-079,0,2,1
RipVIS-079_01620.jpg,287,RipVIS-079,0,2,1
RipVIS-NR-024_00342.jpg,288,RipVIS-NR-024,1,0,0
RipVIS-NR-022_01134.jpg,289,RipVIS-NR-022,1,0,0
RipVIS-NR-004_00156.jpg,290,RipVIS-NR-004,1,0,0
RipVIS-046_00846.jpg,291,RipVIS-046,0,2,1
RipVIS-059_00246.jpg,292,RipVIS-059,0,1,1
RipVIS-129_01980.jpg,293,RipVIS-129,0,1,1
RipVIS-001_00088.jpg,294,RipVIS-001,0,1,1
RipVIS-079_00486.jpg,295,RipVIS-079,0,2,1
RipVIS-129_01080.jpg,296,RipVIS-129,0,1,1
RipVIS-NR-024_00300.jpg,297,RipVIS-NR-024,1,0,0
RipVIS-NR-019_00102.jpg,298,RipVIS-NR-019,1,0,0
RipVIS-109_00648.jpg,299,RipVIS-109,0,2,1
RipVIS-NR-004_00570.jpg,300,RipVIS-NR-004,1,0,0
RipVIS-026_00181.jpg,301,RipVIS-026,0,2,1
RipVIS-066_00585.jpg,302,RipVIS-066,0,1,1
RipVIS-NR-024_00840.jpg,303,RipVIS-NR-024,1,0,0
RipVIS-001_00053.jpg,304,RipVIS-001,0,1,1
RipVIS-024_00024.jpg,305,RipVIS-024,0,1,1
RipVIS-108_00798.jpg,306,RipVIS-108,0,2,1
RipVIS-NR-026_00996.jpg,307,RipVIS-NR-026,1,0,0
RipVIS-NR-020_02040.jpg,308,RipVIS-NR-020,1,0,0
RipVIS-128_00060.jpg,309,RipVIS-128,0,1,1
RipVIS-079_01968.jpg,310,RipVIS-079,0,2,1
RipVIS-079_01998.jpg,311,RipVIS-079,0,2,1
RipVIS-129_00510.jpg,312,RipVIS-129,0,1,1
RipVIS-046_00636.jpg,313,RipVIS-046,0,2,1
RipVIS-079_00960.jpg,314,RipVIS-079,0,2,1
RipVIS-108_00270.jpg,315,RipVIS-108,0,2,1
RipVIS-102_00444.jpg,316,RipVIS-102,0,2,1
RipVIS-121_00120.jpg,317,RipVIS-121,0,1,1
RipVIS-NR-024_00816.jpg,318,RipVIS-NR-024,1,0,0
RipVIS-026_00068.jpg,319,RipVIS-026,0,2,1
RipVIS-024_00079.jpg,320,RipVIS-024,0,1,1
RipVIS-046_00462.jpg,321,RipVIS-046,0,2,1
RipVIS-102_00726.jpg,322,RipVIS-102,0,2,1
RipVIS-079_02232.jpg,323,RipVIS-079,0,2,1
RipVIS-014_00042.jpg,324,RipVIS-014,0,1,1
RipVIS-108_00564.jpg,325,RipVIS-108,0,2,1
RipVIS-066_00070.jpg,326,RipVIS-066,0,1,1
RipVIS-NR-024_00204.jpg,327,RipVIS-NR-024,1,0,0
RipVIS-NR-020_00600.jpg,328,RipVIS-NR-020,1,0,0
RipVIS-NR-004_00054.jpg,329,RipVIS-NR-004,1,0,0
RipVIS-NR-026_00228.jpg,330,RipVIS-NR-026,1,0,0
RipVIS-026_00200.jpg,331,RipVIS-026,0,2,1
RipVIS-001_00179.jpg,332,RipVIS-001,0,1,1
RipVIS-NR-026_00852.jpg,333,RipVIS-NR-026,1,0,0
RipVIS-007_00000.jpg,334,RipVIS-007,0,2,1
RipVIS-143_00732.jpg,335,RipVIS-143,0,2,1
RipVIS-NR-019_00486.jpg,336,RipVIS-NR-019,1,0,0
RipVIS-046_00024.jpg,337,RipVIS-046,0,1,1
RipVIS-001_00186.jpg,338,RipVIS-001,0,1,1
RipVIS-NR-026_00126.jpg,339,RipVIS-NR-026,1,0,0
RipVIS-108_01902.jpg,340,RipVIS-108,0,2,1
RipVIS-NR-022_01158.jpg,341,RipVIS-NR-022,1,0,0
RipVIS-024_00018.jpg,342,RipVIS-024,0,1,1
RipVIS-NR-020_00834.jpg,343,RipVIS-NR-020,1,0,0
RipVIS-108_01194.jpg,344,RipVIS-108,0,2,1
RipVIS-NR-020_00030.jpg,345,RipVIS-NR-020,1,0,0
RipVIS-NR-020_01812.jpg,346,RipVIS-NR-020,1,0,0
RipVIS-133_00270.jpg,347,RipVIS-133,0,2,1
RipVIS-NR-024_01530.jpg,348,RipVIS-NR-024,1,0,0
RipVIS-NR-024_00408.jpg,349,RipVIS-NR-024,1,0,0
RipVIS-090_00264.jpg,350,RipVIS-090,0,3,1
RipVIS-024_00003.jpg,351,RipVIS-024,0,1,1
RipVIS-102_00474.jpg,352,RipVIS-102,0,2,1
RipVIS-NR-022_00252.jpg,353,RipVIS-NR-022,1,0,0
RipVIS-090_00144.jpg,354,RipVIS-090,0,3,1
RipVIS-129_00360.jpg,355,RipVIS-129,0,1,1
RipVIS-NR-019_00696.jpg,356,RipVIS-NR-019,1,0,0
RipVIS-026_00201.jpg,357,RipVIS-026,0,2,1
RipVIS-NR-020_00342.jpg,358,RipVIS-NR-020,1,0,0
RipVIS-079_01584.jpg,359,RipVIS-079,0,2,1
RipVIS-NR-022_00720.jpg,360,RipVIS-NR-022,1,0,0
RipVIS-001_00065.jpg,361,RipVIS-001,0,1,1
RipVIS-039_00046.jpg,362,RipVIS-039,0,2,1
RipVIS-NR-024_01302.jpg,363,RipVIS-NR-024,1,0,0
RipVIS-NR-026_01206.jpg,364,RipVIS-NR-026,1,0,0
RipVIS-053_00036.jpg,365,RipVIS-053,0,1,1
RipVIS-024_00012.jpg,366,RipVIS-024,0,1,1
RipVIS-066_00425.jpg,367,RipVIS-066,0,1,1
RipVIS-053_00054.jpg,368,RipVIS-053,0,1,1
RipVIS-039_00040.jpg,369,RipVIS-039,0,2,1
RipVIS-NR-004_00300.jpg,370,RipVIS-NR-004,1,0,0
RipVIS-079_01140.jpg,371,RipVIS-079,0,2,1
RipVIS-NR-026_00384.jpg,372,RipVIS-NR-026,1,0,0
RipVIS-066_00165.jpg,373,RipVIS-066,0,1,1
RipVIS-108_00996.jpg,374,RipVIS-108,0,2,1
RipVIS-NR-020_02286.jpg,375,RipVIS-NR-020,1,0,0
RipVIS-059_00174.jpg,376,RipVIS-059,0,1,1
RipVIS-NR-020_02538.jpg,377,RipVIS-NR-020,1,0,0
RipVIS-039_00026.jpg,378,RipVIS-039,0,2,1
RipVIS-NR-020_00048.jpg,379,RipVIS-NR-020,1,0,0
RipVIS-079_01740.jpg,380,RipVIS-079,0,2,1
RipVIS-NR-022_01188.jpg,381,RipVIS-NR-022,1,0,0
RipVIS-024_00020.jpg,382,RipVIS-024,0,1,1
RipVIS-NR-022_00852.jpg,383,RipVIS-NR-022,1,0,0
RipVIS-NR-024_01650.jpg,384,RipVIS-NR-024,1,0,0
RipVIS-026_00151.jpg,385,RipVIS-026,0,2,1
RipVIS-NR-019_00018.jpg,386,RipVIS-NR-019,1,0,0
RipVIS-007_00037.jpg,387,RipVIS-007,0,2,1
RipVIS-102_00318.jpg,388,RipVIS-102,0,2,1
RipVIS-NR-024_00402.jpg,389,RipVIS-NR-024,1,0,0
RipVIS-090_00588.jpg,390,RipVIS-090,0,2,1
RipVIS-079_01572.jpg,391,RipVIS-079,0,2,1
RipVIS-NR-020_01848.jpg,392,RipVIS-NR-020,1,0,0
RipVIS-079_00936.jpg,393,RipVIS-079,0,2,1
RipVIS-014_00178.jpg,394,RipVIS-014,0,1,1
RipVIS-108_01404.jpg,395,RipVIS-108,0,2,1
RipVIS-001_00184.jpg,396,RipVIS-001,0,1,1
RipVIS-143_01416.jpg,397,RipVIS-143,0,3,1
RipVIS-012_00062.jpg,398,RipVIS-012,0,1,1
RipVIS-014_00041.jpg,399,RipVIS-014,0,1,1
RipVIS-NR-020_00438.jpg,400,RipVIS-NR-020,1,0,0
RipVIS-046_00138.jpg,401,RipVIS-046,0,1,1
RipVIS-108_01062.jpg,402,RipVIS-108,0,2,1
RipVIS-044_00420.jpg,403,RipVIS-044,0,1,1
RipVIS-102_00642.jpg,404,RipVIS-102,0,2,1
RipVIS-067_00072.jpg,405,RipVIS-067,0,2,1
RipVIS-NR-024_00036.jpg,406,RipVIS-NR-024,1,0,0
RipVIS-046_00042.jpg,407,RipVIS-046,0,1,1
RipVIS-024_00044.jpg,408,RipVIS-024,0,1,1
RipVIS-NR-020_00594.jpg,409,RipVIS-NR-020,1,0,0
RipVIS-001_00045.jpg,410,RipVIS-001,0,1,1
RipVIS-NR-026_01068.jpg,411,RipVIS-NR-026,1,0,0
RipVIS-001_00022.jpg,412,RipVIS-001,0,1,1
RipVIS-108_01008.jpg,413,RipVIS-108,0,2,1
RipVIS-014_00110.jpg,414,RipVIS-014,0,1,1
RipVIS-NR-020_01818.jpg,415,RipVIS-NR-020,1,0,0
RipVIS-133_00450.jpg,416,RipVIS-133,0,2,1
RipVIS-067_00000.jpg,417,RipVIS-067,0,2,1
RipVIS-108_00234.jpg,418,RipVIS-108,0,2,1
RipVIS-014_00093.jpg,419,RipVIS-014,0,1,1
RipVIS-NR-020_02256.jpg,420,RipVIS-NR-020,1,0,0
RipVIS-026_00132.jpg,421,RipVIS-026,0,2,1
RipVIS-NR-026_00234.jpg,422,RipVIS-NR-026,1,0,0
RipVIS-044_00000.jpg,423,RipVIS-044,0,1,1
