area_px,width_inscribed,width_mean,width_minrect,length_minrect,elongation,skeleton_px,file_name,region_id,image_h,image_w,area_frac
1124134,61.6,41.42745531601253,65.98747965494792,472.3439453125,7.1580843484614345,3618,RipDetSeg-05b2q5esw8wd.png,1,2160,3840,0.1355292727623457
31863,23.00858154296875,10.674371859296482,40.773478190104164,106.10849609374999,2.6023901026796095,796,RipDetSeg-05ctmfjona9y.png,1,1080,1920,0.015366030092592593
139574,87.46666666666667,31.462158354466048,120.83685709635417,126.89888509114583,1.0501670445628841,1183,RipDetSeg-05ctmfjona9y.png,2,1080,1920,0.06730999228395061
104267,118.81529371044303,82.32891652478594,146.41665018459915,322.4593222573839,2.202340525144058,684,RipDetSeg-05czkwe8hfhe.png,1,848,948,0.1297008100469708
33752,61.430078125,57.94334763948498,69.86495971679688,111.4391845703125,1.5950654666092992,233,RipDetSeg-05ga38cn6qp5.png,1,720,1280,0.03662326388888889
13087,30.55751953125,28.762637362637363,44.17121887207031,80.58609619140626,1.8244028181518273,182,RipDetSeg-05ga38cn6qp5.png,2,720,1280,0.014200303819444444
13820,34.192874145507815,27.098039215686278,36.27395935058594,75.56284790039062,2.0831155256606984,204,RipDetSeg-05ga38cn6qp5.png,3,720,1280,0.014995659722222223
16383,10.666666666666666,6.8156006240249605,11.225508626302084,165.11656901041667,14.709050120324882,641,RipDetSeg-05hbwgce91cr.png,1,1080,1920,0.007900752314814815
13472,47.7734375,30.063040446304047,47.985498046875,500.3881510416667,10.427903666913256,478,RipDetSeg-05iysc0v8eik.png,1,360,480,0.07796296296296296
227666,112.0,66.47182481751825,225.51296386718752,287.69736328125003,1.2757464508811347,1370,RipDetSeg-05kk7dl0e18h.png,1,720,1280,0.24703342013888888
34815,20.32941176470588,10.977239136860774,21.263189338235293,93.29987936580882,4.38785912506727,597,RipDetSeg-05sevebzj9qw.png,1,1530,2720,0.008365772779700116
123233,45.945177504595584,43.277611940298506,49.414642693014706,114.39685202205882,2.3150395467339897,536,RipDetSeg-05sevebzj9qw.png,2,1530,2720,0.029611928104575164
183885,52.17532169117647,40.57871870905455,52.89499655330882,159.64818474264706,3.0182095688719794,853,RipDetSeg-05sevebzj9qw.png,3,1530,2720,0.044186130334486734
391646,163.2,193.76425479282622,171.645654296875,191.45538736979165,1.115410629847081,539,RipDetSeg-05t64g0a2ruq.png,1,1080,1920,0.18887249228395062
232542,117.86666666666666,102.32871287128712,133.85707194010416,150.98155924479167,1.1279311362222986,606,RipDetSeg-05ymlbocgqhk.png,1,1080,1920,0.11214409722222222
196809,98.93209635416666,86.46194398682043,105.84603678385416,169.68107096354166,1.6030932864311547,607,RipDetSeg-05ymlbocgqhk.png,2,1080,1920,0.09491174768518519
76100,62.847753906250006,33.48734873487349,82.21394042968751,268.0677978515625,3.260612451495672,909,RipDetSeg-05yx18o4p49j.png,1,720,1280,0.08257378472222222
301297,131.73333333333332,122.29203450025368,133.86666666666667,196.0,1.4641434262948207,657,RipDetSeg-05zh8a9iepz0.png,1,1080,1920,0.14530140817901235
342046,41.6,30.103058305830583,47.144734700520836,202.88717447916667,4.303495942186843,1515,RipDetSeg-05zm98bxixsd.png,1,3840,2160,0.04123818479938272
220049,101.62603352864583,62.22665252739483,125.14490559895833,177.40133463541667,1.4175673694934114,943,RipDetSeg-061kszayxxdo.png,1,1080,1920,0.10611930941358025
243254,110.50501302083333,63.34739583333333,128.61021321614584,173.18761393229167,1.3466085593157975,1024,RipDetSeg-064c2kxrnb28.png,1,1080,1920,0.11730999228395061
37665,75.2,78.46875,83.58663330078126,97.76376953125,1.1696100880083686,192,RipDetSeg-065nsnchv73w.png,1,720,1280,0.040869140625
19025,46.98046875,37.86069651741294,60.58716430664063,72.93613891601562,1.203821630384862,201,RipDetSeg-065nsnchv73w.png,2,720,1280,0.020643446180555556
19327,39.98759765625,43.925000000000004,51.855444335937506,84.54971313476562,1.6304886442978552,176,RipDetSeg-065nsnchv73w.png,3,720,1280,0.020971137152777777
107504,47.3203125,30.43014595311809,54.42393152573529,111.4518497242647,2.047846353613075,665,RipDetSeg-06623uedqe8b.png,1,1530,2720,0.025832372164552097
339737,150.4,78.57461694131253,159.83385416666667,184.36647135416666,1.1534882413704335,1153,RipDetSeg-066gui3v6p2s.png,1,1080,1920,0.16383921682098765
183776,93.1150390625,79.55670995670995,102.14666341145833,168.27140299479166,1.6473509498491927,616,RipDetSeg-066tiaxvbvl4.png,1,1080,1920,0.08862654320987655
122047,67.943359375,38.379559748427674,86.89013671875,143.83424479166666,1.6553575609765234,848,RipDetSeg-066tiaxvbvl4.png,2,1080,1920,0.058857542438271605
35478,67.98759765625,72.40408163265306,71.22574462890626,106.30673828125,1.492532494186189,196,RipDetSeg-0680duw3e33q.png,1,720,1280,0.03849609375
13349,39.64775390625,42.716800000000006,39.36064453125,62.40027465820313,1.585346871255145,125,RipDetSeg-0680duw3e33q.png,2,720,1280,0.01448459201388889
10387,28.0,23.341573033707867,37.505804443359374,69.24063720703126,1.8461312384752946,178,RipDetSeg-0680duw3e33q.png,3,720,1280,0.011270616319444444
319752,150.93333333333334,127.07481371087928,155.71004231770834,159.8017578125,1.0262777880853888,671,RipDetSeg-068jntb2koll.png,1,1080,1920,0.1542013888888889
85019,53.79225260416666,26.92604908946952,72.13885091145833,147.96057942708333,2.0510526236228372,842,RipDetSeg-069fwgj3163y.png,1,1080,1920,0.04100067515432099
273398,105.6694580078125,51.48738229755179,144.945458984375,214.04798177083333,1.4767484491798224,1416,RipDetSeg-069fwgj3163y.png,2,1080,1920,0.13184702932098766
11064,46.93333333333333,29.953299492385785,45.633365885416666,402.6719075520833,8.824067647413395,394,RipDetSeg-069moi4963zo.png,1,360,480,0.06402777777777778
140082,37.493754069010414,27.71157270029674,39.775838216145836,94.976953125,2.3878051949247645,674,RipDetSeg-06cfdtx5umn2.png,1,2160,3840,0.016888744212962964
295761,45.276692708333336,27.233977900552485,61.95395100911458,156.64309895833333,2.5283794884250113,1448,RipDetSeg-06cfdtx5umn2.png,2,2160,3840,0.03565791377314815
252968,59.945751953125,79.73774625689519,65.2609375,97.45867513020833,1.493369216925643,423,RipDetSeg-06cfdtx5umn2.png,3,2160,3840,0.030498649691358026
175287,86.06595052083333,70.8230303030303,109.22776692708334,154.6642578125,1.4159793078599556,660,RipDetSeg-06eenh58e42v.png,1,1080,1920,0.08453269675925926
125490,73.380078125,42.520965692503175,85.69422200520833,144.32796223958334,1.684220462737982,787,RipDetSeg-06eenh58e42v.png,2,1080,1920,0.06051793981481481
20827,41.6,24.077456647398847,41.12149353027344,108.88525390625,2.6478915175123494,346,RipDetSeg-06gs2cky0uj1.png,1,720,1280,0.022598741319444445
374675,56.05160725911458,49.073346430910284,64.48963623046875,137.497998046875,2.1320944896555756,1018,RipDetSeg-06hnwqrlltnu.png,1,2160,3840,0.045172043788580245
145813,36.47669270833333,28.548800783162015,39.09219970703125,97.52763671875,2.494810664266825,681,RipDetSeg-06hnwqrlltnu.png,2,2160,3840,0.017579692322530864
219711,63.699023437499996,63.27170626349892,64.08051350911458,75.1156494140625,1.1722073575983176,463,RipDetSeg-06hnwqrlltnu.png,3,2160,3840,0.026489076967592593
193920,103.88671875,86.04326123128119,126.66666666666667,142.13333333333333,1.1221052631578947,601,RipDetSeg-06jbwcjhorr1.png,1,1080,1920,0.09351851851851851
155449,82.66666666666667,50.676120619396904,86.12029622395833,158.461328125,1.8399998034483847,818,RipDetSeg-06jbwcjhorr1.png,2,1080,1920,0.07496576003086419
366715,200.46885986328127,118.96674776966748,241.83425292968752,325.6909912109375,1.3467529403522134,1233,RipDetSeg-06jhvyrb0e2a.png,1,720,1280,0.39791124131944444
28797,14.060157267252604,6.153205128205128,13.762223307291666,323.805078125,23.528544109107553,1248,RipDetSeg-06kxydgc1u6f.png,1,1080,1920,0.01388744212962963
58419,59.80775756835938,33.005084745762716,75.41170654296876,197.38200683593752,2.6173921249676457,708,RipDetSeg-06m338a24z2k.png,1,720,1280,0.063388671875
226717,97.6,96.4240297713982,108.88077799479167,175.879345703125,1.6153388039855687,627,RipDetSeg-06nbhy6f2brc.png,1,1080,1920,0.10933497299382716
149731,79.46419270833333,63.98760683760683,89.0537109375,203.11800130208334,2.2808482562241155,624,RipDetSeg-06nbhy6f2brc.png,2,1080,1920,0.07220823688271605
93187,107.7094882729211,98.76776450617922,132.82523487473347,330.2248134328358,2.486160207013889,515,RipDetSeg-06wgy6rrvsty.png,1,846,938,0.11743082964105511
155860,56.0,23.927844943388987,58.22449951171875,317.89915364583334,5.4598864105624525,1737,RipDetSeg-06z1njvrw8d2.png,1,1080,1920,0.07516396604938272
72351,161.49826718948034,161.34091176355295,168.6050380228137,254.2798043409379,1.5081388274206355,291,RipDetSeg-06ztvtjtdsh7.png,1,789,789,0.11622258526218393
29945,13.333333333333334,6.185386005680352,13.353547159830729,333.8347981770833,24.99970937919053,1291,RipDetSeg-072u0gtpvmf4.png,1,1080,1920,0.014441068672839506
245920,162.491796875,73.4637789395071,191.19997558593752,256.799951171875,1.343096150430483,1339,RipDetSeg-075xfbjvvx85.png,1,720,1280,0.2668402777777778
212864,156.00869140625002,107.37150063051702,164.8,256.0,1.5533980582524272,793,RipDetSeg-075xfbjvvx85.png,2,720,1280,0.23097222222222222
45679,44.41881510416667,24.758265582655827,58.671870930989584,80.96328938802083,1.3799336565089364,492,RipDetSeg-077z1ed72p7d.png,1,1080,1920,0.0220288387345679
194904,106.48723958333333,56.31029252437703,120.95087890625,157.20419921875,1.2997358980797507,923,RipDetSeg-077z1ed72p7d.png,2,1080,1920,0.09399305555555555
54413,122.40919540229885,69.3124744986814,145.92347341954022,189.2545617816092,1.296943920992677,462,RipDetSeg-079s5736hj08.png,1,869,870,0.0719720116926577
222505,121.6,100.9092970521542,124.94772135416666,169.01404622395833,1.3526780992258742,588,RipDetSeg-07a11ut8p86q.png,1,1080,1920,0.10730372299382716
75461,53.84558715820313,29.107425265188045,69.15830688476562,358.36210937500005,5.181765221235353,1037,RipDetSeg-07helb9aocp7.png,1,720,1280,0.08188042534722222
70732,59.11814575195313,29.75057833859096,70.98909912109376,326.51450195312503,4.599501979820227,951,RipDetSeg-07incf5ygauw.png,1,720,1280,0.07674913194444444
29827,12.8,8.026101580894718,12.612852986653646,264.57106119791666,20.976305795197476,991,RipDetSeg-07n24ih7vi97.png,2,1080,1920,0.014384162808641975
142562,253.36049804687502,106.98836772983114,344.495361328125,391.6376953125,1.1368446117899187,1066,RipDetSeg-07vv4bp4ui11.png,1,640,640,0.3480517578125
84149,58.13333333333333,35.50590717299578,64.07243245442709,135.585009765625,2.1161208427986997,632,RipDetSeg-07y29webgn7e.png,1,1080,1920,0.0405811149691358
119859,83.83256022135417,29.216087751371116,95.56587727864583,138.47203776041667,1.4489694617323228,1094,RipDetSeg-07y29webgn7e.png,2,1080,1920,0.057802372685185184
12103,20.56186319986979,18.13183520599251,25.552528889973956,49.559244791666664,1.9395045009072358,178,RipDetSeg-07z24yh13r5w.png,1,1080,1920,0.0058367091049382714
88384,55.35338541666667,37.65026624068158,58.42607014973958,148.07306315104165,2.534366298666789,626,RipDetSeg-07z24yh13r5w.png,2,1080,1920,0.04262345679012346
339737,150.4,78.57461694131253,159.83385416666667,184.36647135416666,1.1534882413704335,1153,RipDetSeg-07z622xzk9gu.png,1,1080,1920,0.16383921682098765
322320,41.6,20.572522738152223,69.70169270833333,208.44031575520833,2.990462751420208,2089,RipDetSeg-08112js30alj.png,1,2160,3840,0.0388599537037037
36472,70.47318725585937,65.12857142857143,76.44762573242188,105.23890380859376,1.3766144180454427,224,RipDetSeg-083vmqep9t9n.png,1,720,1280,0.039574652777777775
14704,40.95751953125,47.432258064516134,41.19958190917969,66.22855224609376,1.6075054448874724,124,RipDetSeg-083vmqep9t9n.png,2,720,1280,0.01595486111111111
11216,26.362796020507815,22.432000000000002,40.707620239257814,71.075048828125,1.7459887954732687,200,RipDetSeg-083vmqep9t9n.png,3,720,1280,0.012170138888888888
71266,44.41881510416667,35.06322263222633,56.88799235026042,147.04169921875,2.5847581034924128,542,RipDetSeg-086r59ju6dh8.png,1,1080,1920,0.034368248456790124
80706,52.26669921875,29.241304347826087,65.40770263671875,130.0743408203125,1.988670073657212,736,RipDetSeg-086r59ju6dh8.png,2,1080,1920,0.038920717592592594
237720,120.25799967447917,112.5968028419183,122.63313802083333,162.95716145833333,1.3288183282943442,563,RipDetSeg-088gdjz5b6fd.png,1,1080,1920,0.1146412037037037
